title,author,rating,warning,category,fandom,relationship,characters,additional_tags,publish_time,words,hits,kudos,comments,summary,firsthundred,url
Sweet Child O'mine,FutureN,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['声入人心 | Super-Vocal (TV)'],['阿云嘎/郑云龙'],"['阿云嘎', '郑云龙']",there is nothing,2019-10-23,2968,3134,20,0,生日当天，一大早郑云龙就说他要给阿云嘎一个生日惊喜,       阿云嘎觉得郑云龙真的很像一只猫。       比如说会时不时的想给他个惊喜。       生日当天，一大早郑云龙就兴奋的压低了声音神神秘秘的说他要给阿云嘎一个生日惊喜，让他晚上回来的时候,https://archiveofourown.org/works/21141794
【all狄】惊弓之兔,ww5ww,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['吴狄'],there is nothing,there is nothing,there is nothing,2015-02-05,4471,1350,15,0,no summary,在接受宗扬的邀约，并和他在舞池转过半圈之后，吴狄隐隐察觉到身体的异样。宗扬环着他的腰的手收的更紧了一些，身体分分寸寸贴合，名叫荷尔蒙的小粒子从四面八方困住吴狄。吴狄除了被宗扬抱住的腰，其他地方都完全卸,https://archiveofourown.org/works/3292337
【叶周】高唱我歌,Songsheng,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán'],there is nothing,there is nothing,there is nothing,2018-05-05,212,1579,14,0,no summary,叶修拦腰抱住周泽楷扔进车后座。牛奶罐骨碌碌滚远。周泽楷扯低叶修领口吻他，另一只手解他腰带。叶修一并脱下裤子内裤，沉甸甸下身弹出来打到周泽楷手背。周泽楷低声笑笑：“快点。”他撑起上身配合叶修脱掉上衣，腿,https://archiveofourown.org/works/14543610
Will You Leave Me in December as You Did in May -Encore-,Revobobapapa,['Not Rated'],[],['M/M'],['Yu-Gi-Oh! VRAINS'],['Fujiki Yuusaku/Revolver | Kougami Ryouken'],"['Fujiki Yuusaku', 'Revolver | Kougami Ryouken']","['Aged-Up Character(s)', 'Alternate Universe - Bar/Pub', 'Alternate Universe - Music']",2019-06-21,2514,115,2,0,游了 前情请见「Will U Leave Me in Dec as U Did in May」完结回,藤木游作一反夜间工作者的生物钟早早醒来。虽说十二月本就昼短夜长，但照他以往的作息，睁眼也该是天光大亮的时候。此时窗外只比他们睡下时亮上些许，也不知是几点，总而言之对他来说是太早了。他并不打算把手伸出带,https://archiveofourown.org/works/19303177
回声镇,DormitiveJellyfish,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['名探偵コナン | Detective Conan | Case Closed'],['Akai Shuuichi | Okiya Subaru & Amuro Tooru | Furuya Rei'],there is nothing,there is nothing,2019-11-01,7636,166,0,0,秀零 一个没什么营养的小片段,》》》如果有那种地方。能够收集到所有被无意地、刻意地回弹过去的声波。 》》》警视厅与公安警察接通了视频会议信号。公安警察们却在第一时间接收了对方传来的错误讯息。不是警视厅那边会议室实时的画面，投影机幕,https://archiveofourown.org/works/21267614
天下第一剑客就要娶天下第一美人 柒,w161003126,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['王者荣耀'],['白亮'],"['李白', '诸葛亮']",there is nothing,2019-12-31,1595,453,4,0,no summary,无法，在事态彻底失控前，他只好抱起诸葛亮，找了一家客栈钻进去，请店家开个房再弄几桶冷水洗浴。虽然于心不忍，他还是把诸葛亮塞进了冷水浴桶中，秋天的气温已经不太友善了，诸葛亮在水中冻得瑟瑟发抖，实在撑不住,https://archiveofourown.org/works/22047493
下午茶：蛋糕、牛奶、巧克力…..,MrSandthatsheep,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Sherlock (TV)'],['Mycroft Holmes/Jim Moriarty'],"['Mycroft Holmes', 'Jim Moriarty', 'Sherlock Holmes', 'John Watson']",['sweet stories'],2015-07-31,6139,345,5,0,下午茶只许吃甜的东西。,“John！！”Sherlock乱糟糟地冲进来的时候根本就没注意到John在做什么。他手上握着那本快被翻烂的小本子，里面的好几张纸已经摇摇欲坠。两周前他收到了第一条讯息，他错过了，伦敦眼被整个炸了下来,https://archiveofourown.org/works/4468745
【龙龄】救赎（二十）,chiyu_0124a,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['【龙龄】救赎（二十）'],there is nothing,there is nothing,there is nothing,2020-02-01,3074,1247,7,0,no summary,-   外头一阵骚乱，张九龄房间的门开着，听到楼下大门被撞击的声音，混乱的脚步声还有樊霄堂的叫声。   张九龄没有多想，他放下手机，慌慌张张地跑下楼去，至楼下时大门已经被一帮人合力撞开。为首的人他立刻,https://archiveofourown.org/works/22499992
君臨天下 19上,lingshuang530,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['忌逍'],there is nothing,there is nothing,there is nothing,2019-12-09,997,187,0,0,no summary,十九 张无忌命人把遍体鳞伤的杨逍解了下来，没有再把他关进水牢，而是抱着回到了地下宫殿的寝室里。 接下来的日子，他只是把杨逍禁锢在床上，再没有对他用刑。 起初，他以为既然软的不行，就试试用硬的，岂料却适,https://archiveofourown.org/works/21727009
潮,HarDlineEve,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['방탄소년단 | Bangtan Boys | BTS'],there is nothing,there is nothing,there is nothing,2019-09-28,2932,3690,38,0,no summary,金硕珍是被金泰亨单手拉进来的。现在他们两个挤在供一人使用的更衣室里，他因为惯性没能站稳，紧接着就被金泰亨翻转了身体，岔开两条腿面对面地坐在他的身上。金硕珍脸红得要命，可金泰亨直勾勾地望着他，眼神里的热,https://archiveofourown.org/works/20798558
美国队长：一个爱情故事,Icylily,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Captain America (Movies)'],"['James ""Bucky"" Barnes/Steve Rogers']","['James ""Bucky"" Barnes', 'Steve Rogers']","['movie review', 'Captain America: Civil War (Movie) Spoilers', 'Captain America: A Love Story', 'Hail Stucky']",2016-06-16,4063,731,20,15,这个。。。大抵算文艺风严重的美队电影观后感，挠头。 全文Stucky向。, 巴基巴恩斯，AKA冬兵，大概是美队系列里最倒霉催的角色。他用完了一生的运气，为了遇见一个叫史蒂夫罗杰斯的家伙。第一部电影里的他是风华正茂的布鲁克林青年，玩世不恭的眼神征服了万千少女，却只停留在孱弱的,https://archiveofourown.org/works/7219294
嘎晰糖齁ABO | 必达心愿清单（其二）叁-烧海参和奶皮子,95gas,['Not Rated'],[],['M/M'],['嘎晰'],there is nothing,there is nothing,there is nothing,2019-04-20,5936,761,3,0,no summary,等级：NC-17（蒙古包美食品尝啪啪）预警：非rps的ABOau/非真人请勿扰真人/娱圈背景人设ooc/婚后酸臭味日常/xingai描写 叁-烧海参和奶皮子“阿云嘎啊你怎么你能无故离岗，不知道Mich,https://archiveofourown.org/works/18536350
无题,琉璃7音符 (zhanbaiba),['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['少年包青天 | Young Justice Bao (TV)'],['展昭/白玉堂'],"['展昭', '白玉堂']","['展白吧大逃猜', '端午节', '“游泳”']",2014-05-20,660,269,0,0,百度展白吧2014端午节大逃猜活动作品,“喂喂，这个好离谱，为什么吃妙脆角会抽到两张游泳馆的体验券……”白玉堂一脸黑线的看着那两张票。“来，啊。”展昭把五个手指放到白玉堂面前，白玉堂叹了一口气认命的把他五个指头上的妙脆角都吃了下去。“既然刚,https://archiveofourown.org/works/17938214
躲避病毒第四天,Miaomiaow,['Not Rated'],[],['M/M'],['Chinese Actor RPF'],there is nothing,there is nothing,there is nothing,2020-02-09,2831,97,0,0,瑜伽垫 玻璃窗,“疼……啊”一下下的疼痛让季肖冰在瑜伽垫上叫出来，猫猫唇无意识地微微撅着，好像受了什么天大的委屈。倒在了瑜伽垫上的大猫，半眯着眼睛懒洋洋的，大有天打雷劈不为所动的气势。“疼就对了，你这天天坐着躺着，腰,https://archiveofourown.org/works/22624198
【龚方】苏丽珂,AraMori,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['声入人心'],['龚方 - Relationship'],"['龚子棋', '方书剑']",there is nothing,2020-02-04,2748,367,8,0,no summary,撤完残羹，龚一叶打开了电视，春晚刚刚开始。电视里，主持人穿着高明度的礼服，一句接着一句道福，掌声回荡在屋子里。龚子棋从躺椅上撑起身子，问，今年怎么没有听到炮仗响？龚曼曼从房间里出来，“爷爷，今年开始城,https://archiveofourown.org/works/22560286
失明未乱,Peach0sugar,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],"['Gen', 'M/M']","['原生之罪 | Original Sin (TV)', '池陆 - Fandom']",['Couple - Relationship'],"['池震', '陆离']",there is nothing,2019-05-19,1698,82,1,0,no summary,熟悉的房间里开着爆亮的灯光，洒落在胸前的纽扣上反射出刺眼的光，池震皱着眉，隐忍的责骂细碎的流露，他这辈子都没有这么着急过。赤裸的性器上是陆离滚烫的屁股，陆离哭的急红了眼，拼了命的想让下面的小嘴儿吞下滚,https://archiveofourown.org/works/18884353
宿醉,曹魏兰 (Orchidea11),['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['天涯明月刀 | Moonlight Blade (Video Game)'],['五毒/太白'],there is nothing,['毒白BL'],2016-06-19,867,137,0,0,no summary,“唔……我这是……怎么了？”脑子一篇昏沉，还带着宿醉的头痛，剑客含糊不清地嘟囔了一句，想揉揉太阳穴，不料竟发现手臂酸软得几乎抬不起来——不对，是全身都酸痛得像散了架——等等，自己怎么好像没穿衣服——慢,https://archiveofourown.org/works/20100667
可期,Jiuwanlidenghe,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['F/M'],['恋与制作人 | Liàn Yǔ Zhì Zuò Rén (Video Game)'],['李泽言×你'],['李泽言'],there is nothing,2019-07-24,4990,4021,33,0,no summary,可期刚踏入酒店的那一刻，你便被李泽言抵在了门上。还没等你来得及适应这屋内的一片漆黑，李泽言便俯身吻了上来。“唔…”你被他猝不及防的吻弄得有些发懵：明明刚刚开门的动作还是不疾不徐，怎么此刻就突然吻得又急,https://archiveofourown.org/works/19949560
現世7,ta7708515,['Not Rated'],['Underage'],there is nothing,['VIXX'],there is nothing,there is nothing,there is nothing,2019-01-06,7254,121,3,0,no summary,郑氏的状况不如预期，从郑泽运开完记者会之后的那天算起也已经有一个礼拜，股价还是披靡不振，对郑氏有信心的董事跟股东是铁了心进驻在裡头，车学沇实在很感谢他们，就算是只有微小的援助也一样，现在的郑氏不能挑剔,https://archiveofourown.org/works/17323520
【超蝙】什么，我的布鲁斯要便当了？！,Parad0X,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['Batman - All Media Types', 'Superman - All Media Types']",['Clark Kent/Bruce Wayne'],"['Clark Kent', 'Bruce Wayne']",there is nothing,2018-07-15,11479,1341,48,2,简介：破产布鲁斯为了养家糊口出演了超人电视剧里一个叫“蝙蝠怪”的龙套角色，因为角色不讨喜面临被砍掉的危机，谁知道一向无（zhuan）欲（dian）无（wai）求（kuai）的超人对此诸多意见......（逻辑请走沙雕路线）,人们听到编剧办公室里传来一声巨响——纷纷竖起耳朵，踮着脚尖鬼祟地跑到那门口，有人手里捏着手机时刻准备呼叫911，也有人捏着手机偷偷把摄像头抡进门口......他们亲眼看见导演、监制还有主演进去里面了。,https://archiveofourown.org/works/15300153
野猫（16）,Linzhongyu0807,['Not Rated'],[],['M/M'],['RPS'],there is nothing,there is nothing,there is nothing,2020-02-13,1247,1447,4,0,no summary,肖战整个人被王一博抱在怀里，长长的腿盘在他腰间，王一博大掌托住肖战柔软的屁股，肖战使坏的对着王一博耳后吹气，王一博用力的捏了一下肖战的屁股，“你等着。”肖战笑嘻嘻的应下，周内为了工作都没敢放开做，终于,https://archiveofourown.org/works/22692553
路恺 你是我最狂野的梦,Shangguanqingming,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['龙族'],['路恺'],['路明非 恺撒'],there is nothing,2019-12-31,5247,70,0,0,no summary,第十九章 蜜月（二）恺撒从床头柜抽出一张丝帛，将精液吐上去，蛮横地抹嘴，动作毫不留情，嘴唇因揉搓而通红。路明非心疼地呀了一声，轻轻拨开他的手，左看看右瞧瞧，生怕破皮。恺撒窝在他胸膛上，实中二指懒洋洋地,https://archiveofourown.org/works/22052818
齿轮15-16,yanlimageji,['Not Rated'],"['Creator Chose Not To Use Archive Warnings', 'Graphic Depictions Of Violence', 'Major Character Death', 'No Archive Warnings Apply', 'Rape/Non-Con', 'Underage']",['M/M'],['马丁 - Fandom'],there is nothing,there is nothing,there is nothing,2020-02-26,2947,239,3,0,no summary,15简亓这趟出差走了一个礼拜，脑补帝林说看他居然这么久都没来找自己，心里更加笃定了那个莫名其妙的分手想法，在接到简亓打过来的电话时候也不敢接。简亓连续几次被他挂断电话，心里焦急地哪有心思工作，终于等到,https://archiveofourown.org/works/22909744
My Jen（AU）,Nicpdang,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['J2 - Fandom'],['JPJA'],there is nothing,there is nothing,2020-02-26,5615,73,2,0,警告：OOC。妄想系。应该是清水。圈养。应该是黑化钩子。 其余：Jensen和Jared属于他们自己。,1、副领主城堡上下都为即将归来的副领主忙碌着。副领主是一个传奇。在贵族圈最多人相信的传言版本是，副领主是这个家族的养子，他的名字是Jared，至于原本姓什么也没人知道了，他被收养回来后就被冠上了贵族的,https://archiveofourown.org/works/22902643
